uname,mid,roomid,follower,guardNum,cal
水龙敬Official,124025181,22386431,173521,2,-23.138982200555688
氷雨零Rei,1844336971,23016121,2800,6,-280.7704442632471
永恒娘Official,1377212676,23945583,252714,76,74.6968681681359
永远永远酱w,135980509,21701071,73739,44,-35.394597192058995
永远长不大的晓雨,3742241,13448,15813,57,-120.01154200582175
永雏塔菲,1265680561,22603245,652681,364,422.85269529367724
氿氿ayumiko,2482644,943565,201078,54,38.205814071008604
汐华花音_Official,1035652768,24744981,21882,16,-140.41719355367093
汐尔Sier,498188835,25367871,21095,141,-17.739430022994952
汐月_siotsukiちゃん,33907216,2120096,4566,1,-254.7666947625105
汐由梨Shiyori,1623136625,25398458,5100,55,-193.7544650936327
汐霂mumu,1780457564,24516327,5757,2,-239.07190885155364
江乱Era,1739085910,25788830,28849,58,-80.89273937098596
江壹纯,324884920,22320946,47369,98,-9.453143712770043
江惠惠Official,422501642,21397868,60509,1,-90.93129526568089
江村由菜official,535828322,22489276,3164,10,-269.0218463485296
池年,2341174,918717,176020,99,74.76757410902269
污喵污喵哒,8041302,725364,50667,59,-44.18589228854569
沉溺于你的Butterfly,31466454,2174963,1012,5,-346.29204391967414
沐原莉莉Official,476755934,23032520,4905,2,-249.2261424152341
沐小雪_Official,27322128,21896446,35090,102,-24.476428892201625
沐情moro,1651474144,24060098,2537,27,-266.02403872140553
沐晓空Channel,36265198,23596840,45993,85,-24.3220993353591
沐霂是MUMU呀,1878154667,23771139,48744,142,36.36099064825612
沙口酱official,569192826,23084015,31790,75,-57.73809278243266
沙夜_Saya,490331391,21763344,50677,16,-87.1733804476462
白耳笼屉Okamimi,2809226,65060,3997,2,-262.20482065770216
沧澜メロディChannel,49584022,5534996,2086,2,-303.43356950545046
沫尧-MY1024,87692438,23603418,960,3,-351.6364297651167
沫熠Moyi,132834024,8613948,860,1,-360.6104865217051
河知舟,3461582084376583,26265225,505,7,-388.36299558394217
河豚不是海豚音,65566781,22603574,6666,3,-228.7772485877888
泉音夢Nemu,1583419290,25219299,17634,2,-168.10116579998203
泉鹅Izumi,593793031,23854724,27946,113,-27.90893885239916
法伊洛丝,56861721,24066115,12078,3,-191.0944672653785
法娜Fyna,21191392,394275,24600,60,-88.99419083024327
法里达,23263470,972474,28073,56,-84.62147160754932
泛晓akarui,25691069,25026769,17770,23,-146.61407719917258
泠梦-YiYo,173335353,5869668,851,8,-354.2774710484481
泠白HAKU,399111081,21283805,15594,4,-173.89572865467085
泠鸢yousa,282994,47377,3287556,231,392.35852633706486
芥末泡芙好吃吗,33780565,8888994,5237,3,-244.07384042268052
波娜娜Nana,1059724449,22731824,1669,5,-314.5732728398397
波子ラムネ,14427356,5241713,14511,5,-177.45921262146476
波音BOI,376831143,25786450,9256,24,-186.9660711534193
波音学姐180,1769370346,24544945,83851,1,-70.24708964866784
Aceee_E,13043029,7214750,10688,1,-200.84600480777453
泥泥丸子_Official,2080041576,24839999,14373,18,-165.06503360005183
泰蕾莎Channel,620903,870004,670113,120,180.5237835868902
泰迪熊奴奴丝,2061961489,25908522,2017,3,-304.566161493703
泷和takuzu,1753945901,25430124,318,1,-423.6859423317368
泽拉茉娅Moya,1521060322,25352613,16050,45,-131.0683742494125
洛丽璐莉RoriRuri,547498202,22581953,10732,3,-198.5855375880144
洛佩sama,433307,818240,41964,66,-49.13442767362278
洛弗洛萨LovreLothar,391127091,24806558,43468,69,-43.90192808081406
洛徘Lupine_channel,28473289,3216435,571,2,-385.5755241078089
洛汐亚Lucia,22792002,22735927,6234,11,-225.02516261525034
洛瑞娅EIF93,1133258171,24726627,82747,123,50.91262866028069
洛翎lolin,106369383,23594088,2387,1,-295.88794749011817
洛茜Rosie,205389243,25756784,11914,44,-150.96123635084075
洛雨歌_RaukaMyrrh,412162133,21443125,2006,1,-306.9128687957127
派大露が,43403127,7234659,54987,1,-96.99837859462673
派萝喵Official,470085432,23128657,16791,30,-143.20686730072964
流筝芝士多Channel,427903198,21428067,2891,7,-277.74271915616373
浅井有纱Arisa,1420419918,22745778,13184,8,-180.53946341373728
浅岛绿,1484452985,25752400,2904,9,-275.4582665651069
浅川玉乃,1927279531,25021721,114167,123,71.31947379345263
浅野天琪_TANCHJIM,390647282,21465419,33404,76,-53.5982788938843
浥昕sora,408696,5631165,11653,18,-178.36557942125512
海月茜official,2005690250,23150699,11046,4,-195.75718056076414
海月薰kaoru,1687766935,23015128,23426,42,-110.09444615706946
海栖深水,1479945,25596,3476,23,-250.05938336317308
海灯Kaito,1231188121,24488740,2237,11,-290.0027130415258
海童亚奈子_propro,1116286149,25089255,158557,20,-10.85667819491539
海胆黑,629350367,24419293,939,3,-353.0386986181961
海苹果小学校,82859591,6775697,4885,4,-247.48518261216566
海葵Noah,295047677,23752910,375,1,-413.232889953476
涂涂-oO,626238878,22728628,13575,98,-88.68654181954469
涅梨Neri,1269309692,24169782,14724,1,-180.53535840876896
涅涅nene,1490293424,25146115,15389,123,-55.734717110791735
涅雅Nea,17576229,47369,19591,22,-141.42885974401872
涣星kira,1577293636,24928904,957,1,-353.8348649818827
涵涵_Live2Dモデリング,7080271,801580,20127,2,-159.7175720069547
雏雪Hinayuki,5970661,93567,18554,39,-127.87686100128201
淩钰Official,38271760,22682795,111886,41,-11.960051879834737
深井時礼official,702773222,22595681,2720,2,-286.6082541010113
深山大狐喵,495876,570414,5497,2,-242.00187751763417
深水怠Darara,630000721,22887899,12378,49,-143.53894272222396
深深叨叨Official,1041126743,24807673,1369,8,-324.13560867671237
深谷鈴音,8034132,22462023,2235,2,-299.05942145317783
混沌之神-最终虚妄,85816940,3600178,133203,36,-5.903485936745824
清兰sanrel,518490855,26028386,4881,4,-247.53711790075488
清則子,9361427,905813,14340,62,-121.2107655626611
清影醉是兔兔吖,694914748,22817895,12682,41,-150.0006709339175
清梦_Kira,310728619,24069117,1304,10,-325.21964352634967
清濑冰ices,8558528,8726118,40711,26,-91.05632143130106
清米三思,22547074,508371,14795,20,-161.23037458950478
清良Kiyora,558070436,22389323,52289,4,-97.18808139716714
清茶沐沐_Kiyotya,22837810,23640445,11797,18,-177.58692571062716
大宅蟹kani_Channel,8078438,1397578,7454,5,-219.6935145255145
渔一桃,187907182,25813575,839,20,-343.17784120997914
雪雪不是饼干猫,5331818,12571885,15986,7,-169.32168960700983
渡筱黎shinori,1865655717,24920989,509,4,-390.8627957506969
温之九丶,58485079,2098875,119771,58,9.357557256401378
温彻思墨,285763930,13054467,3411,3,-271.25616639465784
温泽丶,520776389,22445331,10073,16,-189.60328153323405
温言言Yanyan,515744269,22250279,9231,2,-209.13754310302443
游淼yumia,2078314102,25206404,11961,4,-190.71161927446394
游莲official,8299419,777581,9579,8,-200.7913742803247
游雪姬アルファ_Official,5515089,903497,1616,3,-318.61923424226205
湛鱼Yuu,1618589648,25111316,20366,31,-129.96915741881594
溧子喵,180177570,5217172,9379,7,-203.12911775933333
溯月Sotsuki,258875006,7202100,89777,42,-24.91766826521632
潮鳴鯨,2972199,126781,13441,1,-186.31547798108932
互联网蜘蛛满地乱爬,7016631,4471029,1074,7,-340.52218956063746
满天星Hoshi,4242014,9170973,61930,35,-55.45961638470453
满月Channel,147983220,21570295,76731,18,-58.87292766755024
祈茨求蹭饭,2325511,714969,1565,1,-322.65235407143234
漪月灵-Aether-,1825301994,23118493,48409,2,-104.07623896229484
潘潘酱Pancake,10726207,24171838,31017,15,-119.29876833584547
乃留芥末,34785075,1346192,11640,2,-194.43634747050373
澪眠official,589130737,22462870,7912,3,-217.91298563261853
澪音奏Official,4947340,2473018,37427,14,-108.38863911212661
激辣味噌,193558681,5391723,286171,131,137.57946115863285
濮濮pupu,1999738104,24247193,7587,36,-187.57225665956605
瀞酒其姝,56546937,2568015,14338,13,-170.2196085782274
瀬兎一也_Official,1006140314,24921679,378162,63,87.25114229753478
灏夫,34654292,1191799,5092,3,-245.8539941564593
火羽ひのめ,2094031249,22748536,92558,87,22.016453805389915
火西肆,1401928,924973,90715,125,58.741305377790354
灯侨呀,22081435,3217309,12396,77,-115.44681386125569
灯夜tomoya,1854400894,23708804,20633,36,-124.14337926261635
灯瑠hiru,1848290057,23404362,11934,18,-176.85489617159942
灰音Haine,440772821,21502501,50863,22,-80.94110916165732
灵源道长Official,1398,562257,8217,2,-216.5149069671628
灵灵乃reno,2097219437,23733603,20060,1,-160.92897389989025
灼灼Auburn,1132450186,25263257,7512,100,-124.20210487569454
烈火火Official,28343084,957139,1227,3,-336.0784400053282
烛半半,169528817,22894286,5689,2,-239.82522891480892
烛宝哒,1132553462,24471858,33665,58,-71.10483233790728
烤鱼子Official,592507317,22259479,85907,121,51.28870570759261
烨君_爖,680568,8555870,11397,10,-187.77391498634643
熊くま喵,3448258,236672,2201,6,-296.03130703122235
熊之霓,2075179777,24843787,9092,34,-178.09947827274777
熊崽_BearRRR,27554691,8816397,6406,40,-194.29961306727887
熊崽子ovo,1055047413,24061020,12608,29,-162.3716961130084
熊木兔Kumagi,8435856,7404017,1542,2,-322.5910258685844
熊璜是只小熊猫,761607,342099,1855,20,-292.87442558236665
熊田爱,125694602,23042268,24044,29,-121.44357555231602
熏小染Channel,22092066,1122011,454,2,-400.1126376441785
熹咕哇,3016287,6157509,1419,1,-328.86133326805333
爱丝艾芙,2700878,8728766,44035,44,-68.08028075141192
爱丽丝莉奈Official,1741307981,24596297,1633,9,-311.9557625056725
爱吃辣的白狸,316575926,10571417,10892,2,-198.64730366948254
_Moy_,585578,45921,62808,1,-88.56708773552896
爱梨Rico-8-,5430002,25190839,9095,12,-200.0785622336291
爱沢Yuuka,1475289063,23920202,12394,10,-182.45704379270182
lili今天吃了么,169409674,8054378,19522,8,-155.65255030920662
爱莓梨喵_Official,8952097,511614,20255,8,-153.31564901262755
牙牙丸绘,2231439,7043142,2983,2,-280.756584661765
牛野露哞_usrm,1160514215,26133110,34053,278,149.62169441104675
物理魔法使哈娜酱,3009298,2292462,163902,29,0.24531952174856997
物述有栖Official,434565011,21449083,393387,94,120.75361542176256
特莉丝忒,651649,3725076,25433,38,-108.8829010624612
犬卷日鞠-官方WACTOR,1386545245,23667609,105657,39,-17.591762215586982
犬山玉姬Official,12362451,4634167,391602,1,27.465282222049268
犬山奈奈Channel,14350494,4215185,90736,60,-6.244019585908518
犬川面面Miami,1752208642,23293581,54266,45,-53.83518973241473
犬虎真一,214029,753412,4972,4,-246.3659895032198
犬蛾灯里KengaAkari,1123156073,24454136,33058,22,-108.25840342153924
犽犽是个小憨憨,21682845,6171178,8936,8,-205.1967321965111
艾米莉EmiIy,6734445,2125843,3205,2,-276.20556878290756
奈糖Kitsune,1575399192,23277062,9032,8,-204.51925469040975
狩砂Karisa,690608714,23805078,44242,57,-54.78294794549663
狸莎_Channel,13206531,7468228,10555,5,-197.63989551809448
猇犽,1931030982,22952783,13767,6,-179.79611682580935
猫ゐ咲夜official,120279132,22598262,18971,13,-152.4677263792487
猫姬琥珀_official,503801557,23778409,110496,131,77.24737365202816
猫宫梦铃,108398,74225,6478,9,-224.59100587703722
猫宫日向Official,291296062,9286381,459680,1,37.62732442511151
猫小鹰Owl,524279657,22197280,31206,2,-131.91361696572858
猫屋敷梨梨Official,26087398,1016818,65776,69,-17.63974640067238
猫川多多道-taku道,1926687,1517135,26101,23,-122.23918731185597
猫弥Mino,2740798,8069112,19816,9,-153.70486882787304
猫恋Nekoren,343490,40512,5275,4,-242.6154670409735
猫熊潞潞_Official,1489184103,25200307,23027,3,-150.1835995863869
猫猫Official,497430637,22160846,46980,18,-89.97594182930197
猫猫罐头_,379251305,14269939,2140,2,-301.8132257517921
猫白ShiroNeko,689274741,22802883,44885,99,-11.86814306510405
猫羽祀玖,4652433,926119,4375,4,-254.47584195660522
霜草Cat,1685294332,23425533,1395,5,-325.9428093842035
猫芒ベル_Official,487550002,21811136,184314,138,116.68671298576999
v猫诺v,70070,308543,333856,112,128.35068361637184
猫辞猫辞猫,17794913,1033927,26440,82,-62.42104916257949
猫雷NyaRu_Official,697091119,22676119,217550,19,8.197664848635554
猫音奈可_Channel,8221825,1628097,7679,10,-212.80809176844355
猫音桃桃,375250638,22911722,1919,2,-308.72392795311185
狮子姬萝蜜欧Official,1356474660,22891905,4927,3,-247.94241533471268
玉斑snake,14731787,7299613,1506,4,-322.08873330998625
玉玉不想起床,1962110378,25523239,8278,38,-180.04598697562983
玉白_official,1062342323,22796050,97723,9,-52.54083294390705
王沐沐_mumu,500289236,23421734,16709,28,-145.5172440400114
玖麻Kuma,451025339,22799368,3716,5,-263.8264434642016
玛安娜Myanna,567234492,22321043,30609,36,-99.13827042742753
玛琳璱Official,1585307828,22663203,5713,5,-236.55832797686912
玛莎儿今天摸了吗,595313593,22267664,81119,9,-64.34716404949711
Yumi和烟璃の日常,556027338,22757605,15968,14,-162.39311729185113
环Tamaki_channel,1221600493,23118096,12838,2,-188.22555156133274
玹碎之晶ですよ,3204673,495561,2202,2,-300.0025084842816
珂珞哲official,1829633422,22930316,813,2,-363.17364765466886
珈乐Carol,351609538,22634198,473438,1,39.49701382046362
珈诺Kano,1713770620,24973541,31822,42,-90.67430607014137
珊瑚_35,416231451,22995889,857,8,-353.8320359609008
珍爱网,1649761300,23812779,4689,1,-253.08140914972023
珞璃Official,1816182565,22898905,65769,133,46.35350609846603
珺璈aowoo,258592987,14749673,6443,2,-231.93447858461013
理吹Ribuki,2032666669,25880817,4606,51,-204.21370390386812
理芽_RIM,489046950,23088755,93718,1,-63.19391198850121
dsailab二号机,11203281,21564812,60949,8,-83.47194105215885
琉绮Ruki,420249427,21403609,292537,3,10.974363876332177
琥珀玲_Official,1723100461,24044804,34700,8,-119.18501915972422
琥珀珀kohaku,1863822023,22660645,7369,22,-203.42063576537225
琦Aki,552080,667523,381,2,-411.22651961696715
琳儿响叮当y,89253253,21716810,10457,60,-143.2312951994494
琳琅Dazzling,1369019691,25545101,1278,6,-330.4965263449638
琴吹夢_official,442426299,21799389,238722,10,5.085685350238464
琼可艾莉耶,12960120,4783864,1837,1,-312.49263199736106
Reines_,9354907,3261650,246,2,-438.96198062188824
瑞娅_Rhea,690608698,23260993,53161,228,127.86049252806072
喵仔瑞狩,8381620,6031397,63876,3,-85.49808448028796
瑞肯RayKen,178357118,24474876,520,1,-392.507253346115
瑞芙Reve,666726802,22470204,33733,9,-119.97689971489604
瑠奈luna_Official,667042223,22463523,19578,17,-146.47094404692473
瑠璃川琥珀official,12823143,290127,52247,19,-82.2390265288592
瑪法理沙MalfuRisa,373854628,14085407,21424,15,-142.7582678931775
瑶光Yuka,1917237530,25301269,28593,44,-95.45784878419647
璃亚Official,414293809,21555096,9950,2,-204.38221556832275
りい_,348803902,22009594,546,1,-389.41395693777304
璃奈去哪里,2132912895,23928959,3868,1,-265.28475289326013
天不生我小雯神,80656,25269863,6585,2,-230.55235446115398
让美好的回忆停在这里,331249454,11599595,14153,1,-183.04296787387455
璎绯,1273319763,23095176,4664,38,-216.42033864287725
瓦利忌wailkee,702966870,26405146,1010,7,-344.4174643364417
瓦妮Vanee,602200741,22288644,41709,56,-59.52086176949274
甘衣福茶_official,1649481624,26059501,4621,6,-249.0075695508251
甘霖Gerlin,59855155,24656351,965,24,-330.3070783751083
甜崽Babys,557080920,24858427,14778,33,-148.30326541009924
田汐汐_Official,473764233,21627536,94344,1,-62.77183260419429
田野柴Tanoshiba,690608706,22605469,82157,81,8.45895671039716
由乃_Yuno,651304731,22437924,61,3,-526.3705970114121
申䒕雅_小雅Official,2138676495,22637644,71112,20,-61.69447863977621
申岚_Official,37756047,1352574,64523,27,-60.85913640144656
电次Volt,1712492082,26494647,8167,19,-199.90187105908535
电気壳壳Kara,2022787460,24663865,2042,16,-290.7851710808597
电流妹Delia,32484896,461192,22820,1,-152.7561076754214
画外灯official,698168210,23094410,91997,59,-6.368986952635964
超想吃番茄,7086255,1091248,368912,14,36.68107033325134
疾風醬,113711,544623,342812,4,22.029035656795713
病院坂Rei,1041474702,22953950,112651,150,97.47195877019942
癒音kurumi,1609920889,23961292,12703,2,-188.89577431751263
白云藻Official,507793429,22477194,967,4,-350.1758153882612
白信柚希Official,8571340,1475155,1413,2,-328.12997773780097
白凛初雪Yuki_,13496620,6866948,5818,2,-238.40366940390368
白唄Shiro,1430451810,25683786,2131,19,-285.08042352494766
白夜墨,12571355,162432,3816,6,-261.1428607351776
白夜小鸠Hato,16217876,7768761,11761,72,-123.78069443264428
白小蛮不讲理,1960682407,25773817,36400,51,-73.15265500018563
白崎银子Official,11362225,906339,58812,29,-64.73478425617554
白川Yuriko,687730248,25439496,15318,26,-153.02790159783126
白月Shiro,16616117,12552491,1240,3,-335.41025384481816
白桃Shirako,1516482,42270,114208,20,-31.657761893221164
白桃奶昔茶,15196481,253154,1371,1,-331.0430539157493
転生子餅,482303454,24976948,515,1,-393.11981849791914
白梅子しらうめこ,1117407845,22614739,35451,1,-124.82751266452817
白梅雪見,384742859,14930062,1703,3,-315.29470044598554
白濑葵_propro,1508519945,23149122,40691,5,-112.08747545762753
白灯不拖更,8353198,2662397,212652,46,33.75394018539612
白炽N1ght7,66669754,7978389,425,1,-405.29754669019195
白理枳,435858133,24096464,15421,26,-152.60301956262458
阿璃Channel,13178002,199140,22670,1,-153.17422306200024
白百合リリィOfficial,421347849,21415012,117426,3,-46.89606605244626
白神遥Haruka,477332594,21652717,766246,381,450.02299181580065
白羽铃虎-channel-,549256707,22205382,20783,5,-154.68413444987073
白芙Yuki,2005024168,23900412,2944,15,-268.59094797758826
白薇Vivia,11512994,23451741,12460,4,-188.12032456555255
白金Channel,8228339,145960,1195,1,-339.7538471592203
白铃_Sirorin,1337993096,26097368,5940,135,-104.08795625658581
白银莉莉Official,494850406,21990617,52285,48,-53.19293155112757
白雪巴_Official,666726797,22470202,80742,1,-72.64250194092756
白雪瑞莎,1333101968,23865717,16104,22,-153.8554238719356
白雪眠,2081318489,26021194,24221,35,-114.97856569810301
白雪艾莉娅_Official,1096223397,22853788,301987,18,27.990028391219994
白雪葵Channel,1087725318,24926753,26704,38,-105.79114784983756
白露_Hakuro,1189811162,23613497,22797,40,-113.82003998677749
白音雪-official,612524985,22319849,40586,1,-116.25128572875963
白魔天音Official,1980588332,23678636,5141,2,-246.24681664368097
白鳥林檎_ringo,2134701537,25530950,361,7,-409.6451374416954
飞鸟穹Sora,410636303,21418775,78037,47,-28.802908472204194
白鸟Asuta_Channel,612823436,22330815,13096,22,-166.96406165216854
白鸟泽野Channel,40741210,1257703,3175,4,-274.80181142188144
白鸢别馆Official,148736,260372,58897,4,-89.64321944912228
白鹿Channel,488288502,22355982,2107,1,-303.7985057648144
百合园悠梨Channel,1909777709,25725671,11464,1,-196.4022941331923
百合鸽Official,18945413,13367300,8699,1,-213.90092326082197
百夜凛夜Rinya,3060972,21928479,2329,52,-246.4474832893327
百花院椿channel,7445513,22508577,29803,61,-75.8301009348246
皇白璐-官方WACTOR,1468306600,23556311,24166,1,-149.12269538176815
皓际工造,4482037,13867,16746,1,-172.3770078447385
皮卡少个丘w,180035670,5298167,53936,57,-42.22191206415846
皮可pikoal,2416879,968252,4613,6,-249.1174244624342
盐咪yami,67524738,2707359,12612,11,-180.35158508984205
盐天使riel_official,394936,8725320,22802,10,-143.80613617304164
盐月明日_ShiodukiAsu,927813,23948583,3397,11,-263.51691881861893
盖乃希亞Galaxy,1846208014,22864117,39289,100,-19.310428846854734
相沢加奈Official,823798,2557286,11943,1,-193.80710122022174
眞白花音_Official,401480763,21402309,1021398,659,746.2456917451518
真侑Mayuu,8232502,1976014,445,1,-402.38209051066036
真夜白音shirone,1434027068,24640652,13634,169,-17.41158824809895
真夜黑兔_Official,352878,666686,5122,6,-242.48156308744956
真綿真珠星_official,2113007488,23600294,10642,2,-200.11946045908962
真红莉爱official,1485277312,23611306,28972,32,-106.62300305501526
真绯瑠mahiru,477306079,21672024,60925,78,-13.49691110351796
真越Zenya,1320742569,25171852,1265,5,-332.14474276635326
真鵺KEYU_Channel,589181,3633573,1503,1,-325.21515408966144
眠棉棉_official,1715364989,23833817,3045,9,-272.45235817887055
眠特Mint,1202416628,24255210,185463,115,94.08071712583455
眠眠official,1780255602,23028000,60886,3,-88.53750842370243
眠叶绀Channel,315830968,21240069,11329,1,-197.15332296542078
新账号请查看置顶喵,473708883,21613035,13085,2,-187.01733693126675
瞳瞳要好好学炉石,1030723991,22927644,26693,50,-93.81726916788409
矢上飞鸟-yakami,2393138,3824860,833,1,-362.6328670866222
矢吹四葉,813857,64642,10746,3,-198.50288556029216
矢川梦芽Yume,1522046925,23458654,24870,30,-118.3021281670417
矢泽大凤Channel,281426315,21208533,11321,3,-195.19810883924788
矢神水心Channel,13014543,21678586,18051,99,-69.61936652947156
知更ちゃん,7780379,428571,13054,7,-182.16771765902672
知空桃,864045,22460777,1506,1,-325.08873330998625
石榴ZaKuRo_Channel,2114905950,24145047,10882,42,-158.7055382652918
石榴次猫,26129556,458033,4992,1,-249.1114729028767
砂糖元_Channel,58789280,22769467,1980,2,-306.73997535814397
砂糖缘子,125812535,14378366,4713,1,-252.75773263303552
砂纸大魔王,1524009,177152,103659,40,-17.802152701294517
砂那Suna,526076641,25070229,1036,15,-334.8060383932483
碎星BrokenS,9311399,2881075,1029,3,-347.2358705481213
礼墨Sumi,435243735,23222837,56559,62,-34.211288087264506
祀羽Seyyu,84125742,8763308,9550,4,-204.9836061176992
祁宝困兮兮,3328498,2416317,24231,18,-131.95239546740027
祈Inory,234782,544625,773555,81,150.62488008618777
祐滢,3493080263034911,26418587,2709,31,-257.86517101180493
祖娅纳惜,3046429,938957,2215787,123,259.3448940762862
神代るるるOfficial,1566352490,22687755,3429,2,-271.92248141385085
盲盲Memo,438848253,21545805,28299,39,-101.1131172200412
神代祐希Yuki,441315555,22582590,17747,13,-156.6961900017086
神优优yuu,1483935022,23787852,15283,40,-139.1729296013351
神判更纱,3432647,662441,1349,1,-332.06866451642827
神咲乃希NOKi,749499,915110,77840,45,-30.963160551083206
神奈希_Official,157330863,22041958,103132,37,-21.125298992315948
神姬伊娜狸Inari,1280060359,23934605,1526,10,-315.2523095690649
弥音千绪,341688520,23442130,34035,84,-44.411826915077995
神月萤hotaru,628061724,22371829,13381,21,-166.59912620606372
神木潼潼,1147353799,23043489,5848,1,-239.07759290936247
神楽Mea_NHOTBOT,349991143,12235923,878305,107,184.67649881747616
祢礼Miri,22606862,4757784,10715,28,-173.68604583865329
福绵绵吖,1527061501,25610254,1526,4,-321.2523095690649
离火hotaru,8702159,11827039,15382,69,-109.76356245268232
水濑禾心,487425423,21868213,14104,3,-181.26284989347334
秋元松,1610379,21390,16261,17,-158.24032249224922
秋凛子Rinco,479633069,21677969,114201,541,489.3383520952807
秋淩,286914392,23193752,47800,21,-85.87888976839668
秋灵_Channel,502843089,21811040,2639,3,-287.52495166568923
秋珀Kohagami,1026591550,24475053,12528,11,-180.775262084181
秋葵ovo,1111372327,23029447,6894,37,-192.64501223533023
秋蒂Q,455899334,22163937,40197,59,-58.861879309744154
秋阿花,1880355910,23520070,19380,48,-116.11539746280243
科尔Channel,521950190,22032712,161981,20,-9.502143897352767
秦曲曲,73857541,14462248,17373,60,-111.04655995632675
稻荷月いなり,2373019,6064488,79032,1,-73.99964565327878
稻荷槐Official,1956770451,23594414,26738,16,-127.71047720536956
穆小泠Official,43272050,21646457,431567,144,176.6262883546592
天上Sora,2202922,397769,2015,14,-293.6290583242584
空也_Official,2005590425,25157653,16697,1,-172.56279274579617
空伶cherry,3084780,529718,35310,11,-115.0801776023178
空条粉喵Official,1563548,813889,3889,1,-264.9414750145256
空真密丽-官方WACTOR,1491057187,25362856,7457,8,-216.66800315772343
空酱Official,523866328,22057036,77938,3,-72.8833906115583
空镜KAGAMI,385016070,22472328,38230,1,-120.04277258782497
空风Kuu,199915,435048,8491,2,-214.43528552284045
窥酱Channel,370515,140011,97978,131,69.6243885843387
立夏Wish,327993,1211641,1875,6,-306.194526305154
立花遥はるか,1617739681,22791567,26405,2,-142.5050306300585
竜輝音緒流_Official,1300421811,23682158,14690,14,-167.68192813475378
端木鱼-soft,30492633,7880517,5937,1,-238.11998454723914
竹一墩uzoo,549288373,25336791,3146,27,-252.38355889860463
竹原イリス,1518059,22672310,3668,1,-268.650723763939
竹已Take_,1343252680,23582081,31020,7,-127.2926365112844
竹月芽Meiya,1489377760,23017641,45388,19,-91.16160777685025
竹田七対子_Official,2702600,56198,617,2,-380.66330388439843
竹花诺特Official,612560157,22387056,52815,1,-99.55349701568957
竹菇笙Official,3375371,10801,10977,47,-153.1544574362241
芒崎小吉Channel,1899153123,22787192,59430,44,-49.072049241931154
符瑶koritsu,2109776,6431492,76393,27,-50.15282154185195
符离桑,168130052,11642195,1303,11,-324.2682818102848
笨狐狸,8311201,345397,8844,17,-196.8528460386368
笳米_纯爱战神,701041148,25262299,7400,21,-204.1544832992107
笹木咲Official,436596839,21463219,261596,1,1.8868889426606756
筱陌lucky,132595192,4872393,7616,8,-215.3303830517259
筱魈Syou,4690327,2301751,160181,21,-9.210614713471273
箱梓Hako,28842735,1302409,561,1,-387.6956945898611
米哦Official,1352646,74571,192668,24,5.497087612545101
米团团Miho,1363457,1487005,15752,82,-95.25658587177782
米夏Maika,1835314626,25136784,10141,15,-190.17672407179953
日向葵Channel,94363275,21710273,33010,66,-64.35052670468508
米浆浆浆,4378782,3160743,11132,15,-184.2654836242574
米游姬,510189715,23180331,754743,2,70.0640051238787
米狗狗Official,542498,4393208,10049,13,-192.75451905649595
米田木_茜,297972069,21954980,9550,14,-194.9836061176992
米白zzz,5005968,866400,153092,13,-20.080439677622167
千狩かり_Channel,11617542,1245856,5536,8,-235.55365667133822
米蕾優channel,476676325,21649962,43791,14,-98.43256002636326
米西果Mixiguo,11605092,22500955,4599,24,-231.31012977796877
米见Mita,2048677,1868279,36313,41,-83.30436934650879
米诺高分少女,1778026586,25512465,117222,159,108.99369560536843
米露提亚Official,1824597784,23212019,5145,1,-247.19750689979935
米香Rice_Official,1931763107,23553317,3713,3,-265.87764820517316
粉黛乱子Capillaris,1780645,540024,68976,74,-9.628018931029487
精灵希尔芙Sylph,442191864,22543189,3381,9,-265.81624070832004
bilibili,45519311,3784886,2213,5,-296.68658484076343
糖小小爱吃肉,1262316876,25321350,1063,3,-345.1748860131205
糖氿official,612865344,22320823,2740,5,-283.1437831591739
糖泽希希,1410055126,23581300,24162,19,-131.1331903329592
糖西Tansy,1439135088,24135903,19636,10,-153.28339864571842
糯依Noi,176836079,6068126,21510,8,-149.50427770860347
紅_Kurenai,1308393,91073,11797,3,-192.58692571062716
紗耶_sayako,385281102,21749031,145398,108,71.65038763174391
紘雪Hiroyuki,46225073,21315849,13220,17,-171.36658041008013
鸠烟不抽烟,12411592,6456298,3209,6,-272.12649175363504
素星_Official,640156170,22425326,27743,22,-119.37115785457274
索利文,647332642,22422551,1280,1,-335.3973863716738
索托斯Sothoth,1381403831,24488842,2036,7,-299.9717332556958
索诺尔_Official,2091254050,24817770,1289,4,-331.95316501365556
紫吹真雪Official,470473531,23113394,3867,6,-260.30114591209735
幽游Yuu,5570510,25097,12265,2,-191.12038574568987
紫桃爱音Official,442902274,21573665,80557,36,-37.78793378046828
紫槻星砂_propro,2005402750,24592169,16999,1,-171.42631882082605
紫盐酱,34063004,1056685,34288,1,-126.94228449697312
紫苏丸子酱,18362166,1202360,526,8,-384.77990311242917
紫音Official,17364887,665722,20371,1,-159.9535941715668
結城藍-Larimar,29659011,1107323,34448,18,-109.64712567709728
維洛妮卡Veronica,2006574783,25127423,2179,17,-285.6682073645111
綺羅綺羅星_kira,3493076536396664,26469553,2212,24,-277.7152402084829
綾奈奈奈,186463,337374,188829,67,47.22105757239103
綾音Aya,731556,92450,37484,113,-9.292156600948601
